,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Pedestrian_movement,Cause_of_accident,hour,minute
10989,1,2,1,1,1,3,3,1,6,0,5,2,0,0,3,2,8,2,1,9,0,1,0,2,5,3,13,0
10990,3,1,1,2,1,0,3,5,9,1,5,6,0,0,3,2,8,1,0,2,1,0,3,2,0,9,15,35
10991,4,0,1,4,2,4,3,5,6,3,5,1,0,0,0,2,1,0,0,0,0,1,0,1,5,5,19,35
10992,5,1,1,4,2,5,0,5,8,2,5,0,0,0,3,2,7,1,2,2,0,0,0,2,5,12,19,40
10993,2,1,1,1,1,7,3,1,6,4,5,7,0,3,2,3,8,1,2,2,0,1,2,2,5,3,18,35
10994,3,1,1,2,1,0,3,3,8,2,5,7,0,1,3,2,8,1,1,2,2,1,4,2,2,10,16,35
10995,2,1,1,2,2,8,1,5,11,4,5,7,0,1,3,2,8,1,2,2,2,1,4,2,5,11,16,2
10996,4,0,1,2,1,0,3,5,7,3,5,6,0,0,3,2,1,1,0,2,0,1,1,1,5,1,16,35
10997,2,1,1,4,2,14,1,5,6,4,5,1,1,0,3,2,5,1,2,2,2,1,2,2,5,4,20,3
10998,6,2,1,3,2,2,3,4,6,3,5,7,0,0,3,2,8,0,0,2,1,0,2,2,5,9,11,44
10999,4,0,1,2,1,1,3,5,6,4,5,5,0,0,2,2,1,0,0,1,0,1,0,1,5,1,16,36
11000,3,0,1,4,1,7,2,4,5,4,5,1,0,0,0,2,8,1,3,3,0,0,0,2,5,2,21,15
11001,2,0,1,4,1,7,3,2,7,3,5,1,0,0,0,2,8,0,3,3,0,1,1,2,5,1,1,17
11002,4,3,0,0,0,5,3,2,6,4,5,6,0,2,0,2,1,1,0,1,1,1,1,1,5,8,19,38
11003,2,2,1,3,1,9,3,1,5,2,6,1,0,0,0,2,8,0,1,2,3,2,5,3,5,9,3,32
11004,3,0,1,4,1,9,3,4,7,3,5,1,0,3,3,4,8,1,1,2,1,0,0,2,1,0,16,29
11005,2,0,1,2,1,5,3,3,4,3,5,7,0,0,2,2,8,1,2,2,2,1,2,2,5,0,18,4
11006,5,0,1,4,1,5,3,1,8,1,3,3,0,3,0,2,5,1,0,2,2,1,4,2,5,10,6,52
11007,4,0,1,3,1,0,3,5,7,2,5,3,0,1,3,3,1,1,1,2,0,1,2,1,5,3,17,33
11008,0,1,1,3,1,5,3,5,5,6,5,7,0,2,3,3,2,0,2,2,0,1,3,2,5,11,7,49
11009,1,1,1,1,2,5,0,4,1,3,5,1,0,0,3,2,8,1,1,3,0,1,0,2,5,1,18,2
11010,1,1,1,3,1,5,3,4,6,5,5,5,0,2,3,3,1,1,2,2,0,1,2,2,5,11,6,50
11011,4,0,1,3,2,3,3,5,5,4,5,7,0,0,1,2,4,0,0,2,0,1,1,1,5,2,16,32
11012,5,0,1,5,1,0,2,5,9,4,5,7,0,0,2,2,1,1,1,2,3,2,5,3,5,3,11,10
11013,3,2,1,2,0,3,3,0,6,5,5,7,0,3,1,2,8,1,1,2,1,1,1,2,5,3,18,37
11014,1,0,1,4,1,5,3,4,7,2,5,4,0,1,1,2,4,0,3,4,1,1,3,2,2,5,16,25
11015,3,0,1,4,1,8,3,5,6,4,5,1,0,0,0,2,2,0,2,2,3,2,5,3,5,3,21,15
11016,4,1,1,3,1,7,3,5,5,4,5,7,0,0,3,2,5,0,0,6,0,1,0,2,5,16,15,40
11017,4,1,1,4,2,6,1,5,7,3,5,0,0,1,3,3,8,1,1,2,1,1,3,2,5,12,17,34
11018,5,2,1,3,3,0,3,4,7,4,5,6,0,0,3,2,8,0,0,2,0,0,1,2,5,9,11,44
11019,5,1,1,4,2,4,3,4,4,3,5,6,0,0,0,2,6,0,0,2,0,1,0,1,5,2,15,29
11020,1,2,1,3,2,4,3,0,8,4,5,2,1,0,2,2,8,1,0,4,2,1,4,2,3,16,17,10
11021,3,0,1,4,2,11,1,5,7,2,5,3,0,0,3,2,3,1,1,2,2,1,2,2,5,10,18,1
11022,3,1,1,4,2,0,3,5,7,5,5,1,2,0,3,2,1,1,0,2,1,1,0,2,5,9,15,17
11023,4,0,1,4,1,0,3,5,6,2,5,1,0,3,3,4,1,1,3,3,0,1,2,2,5,4,17,28
11024,4,1,1,4,1,14,2,4,7,4,5,6,0,0,2,2,8,0,0,2,2,1,4,2,4,3,16,39
11025,3,0,1,4,2,1,3,0,6,5,5,1,0,0,0,2,7,1,3,2,0,1,4,2,5,3,21,15
11026,1,2,1,4,3,13,3,1,9,2,1,1,0,0,0,2,2,1,1,2,2,1,4,2,5,16,3,32
11027,6,2,1,2,1,5,3,4,6,2,5,7,0,0,3,2,8,0,0,2,2,1,3,2,5,9,11,44
11028,3,0,1,4,3,7,3,1,2,2,5,5,0,3,0,4,8,0,0,2,0,1,1,1,5,9,20,0
11029,4,0,1,3,1,0,3,5,7,2,5,3,0,1,3,3,1,1,1,2,0,1,2,1,5,3,17,33
11030,2,3,1,4,2,0,3,4,8,2,5,1,0,0,0,2,8,1,2,2,0,1,3,2,5,0,3,32
11031,2,0,1,4,2,8,3,5,7,1,1,7,0,3,2,4,3,1,2,1,0,1,0,2,5,1,19,53
11032,3,0,1,4,1,13,3,4,6,4,5,0,0,0,0,2,7,1,0,2,3,2,5,3,5,8,21,15
11033,2,3,1,4,2,10,3,5,6,1,5,6,0,0,3,2,8,1,2,2,2,1,4,2,5,0,18,0
11034,6,2,1,3,2,1,3,4,6,3,5,7,0,0,3,2,8,0,0,2,1,0,1,2,5,9,11,44
11035,3,0,1,4,1,0,3,5,9,3,5,7,0,1,3,2,1,1,2,3,3,2,5,3,5,6,13,6
11036,3,0,1,4,2,3,3,2,6,5,5,1,0,0,0,2,5,1,3,2,1,1,4,2,5,3,21,15
11037,1,2,1,1,2,4,3,4,2,1,5,6,0,0,3,2,8,1,1,2,2,1,4,2,5,1,17,0
11038,3,0,1,4,1,0,3,5,6,5,5,1,1,0,3,2,0,1,0,2,1,1,0,2,5,7,15,18
11039,5,2,1,0,2,13,3,5,6,3,5,2,0,0,0,2,8,1,0,2,3,2,5,3,5,5,17,55
11040,3,0,1,4,2,4,3,1,7,3,6,1,0,0,3,2,8,1,0,2,2,1,4,2,5,8,16,10
11041,2,0,1,4,1,0,1,2,9,4,2,7,0,0,2,2,8,1,3,2,1,0,2,2,5,3,18,8
11042,1,0,1,4,0,6,3,2,9,2,5,4,0,1,1,2,8,0,1,2,0,1,1,2,5,8,20,25
11043,3,0,1,4,0,7,3,5,7,2,5,1,0,0,0,2,8,0,2,2,3,2,5,3,5,1,22,29
11044,0,1,1,1,2,7,3,5,6,0,5,1,0,0,2,2,8,0,0,2,0,1,0,2,5,0,17,2
11045,1,0,1,4,1,5,3,4,7,2,5,4,0,1,1,2,4,0,3,5,1,1,3,2,2,5,16,25
11046,6,0,1,4,2,6,3,2,9,1,4,1,0,1,1,2,3,1,0,2,2,0,3,2,2,9,6,52
11047,0,1,1,4,2,5,3,5,6,2,5,5,0,1,3,2,5,1,1,2,0,0,4,2,5,12,7,55
11048,4,0,1,4,2,4,3,1,5,4,6,1,0,0,2,2,8,0,0,2,3,2,5,3,5,8,17,7
11049,4,0,1,4,1,2,3,2,7,2,5,1,0,3,1,4,8,0,1,2,0,1,1,1,5,2,13,27
11050,2,2,1,4,1,8,3,3,6,2,5,7,0,0,2,2,8,1,2,2,2,1,2,2,5,0,18,3
11051,3,1,1,2,0,0,3,4,6,1,5,1,0,0,3,2,1,1,0,5,0,1,3,2,5,9,15,17
11052,5,0,1,4,1,0,3,1,7,4,5,7,0,0,3,2,1,1,1,2,0,1,0,2,5,3,12,9
11053,2,0,1,4,1,0,3,5,6,3,5,2,0,2,2,3,1,0,3,5,0,1,0,2,4,3,16,25
11054,3,0,1,4,1,8,3,3,4,2,5,1,0,0,1,2,2,1,3,2,1,1,4,2,5,1,17,15
11055,1,1,1,4,2,5,3,5,5,2,5,7,0,0,0,2,3,0,2,5,1,1,2,2,2,5,16,26
11056,3,1,1,2,1,6,3,2,12,3,5,7,0,1,1,2,8,1,1,3,2,1,3,2,2,14,16,7
11057,2,1,1,4,2,14,0,5,6,2,5,1,0,0,3,2,2,1,2,2,2,1,4,2,5,8,20,3
11058,2,0,1,4,1,5,3,2,6,4,5,2,0,0,0,2,8,0,2,5,0,1,1,2,5,3,0,16
11059,0,0,1,2,0,0,0,1,3,4,5,2,0,0,2,2,3,1,0,1,0,0,0,2,5,11,17,9
11060,2,0,1,3,1,0,2,0,9,4,1,7,0,0,2,2,8,1,3,2,1,0,0,2,5,4,18,8
11061,3,0,1,4,2,7,1,2,3,4,5,1,0,0,0,2,8,1,3,3,0,0,2,2,5,1,21,15
11062,3,1,1,4,2,0,3,3,6,3,5,1,1,0,3,2,3,1,0,4,1,1,0,2,5,9,15,17
11063,5,1,1,4,1,0,3,5,6,1,5,1,0,2,3,3,1,1,3,2,0,1,3,1,5,4,18,32
11064,4,0,1,4,2,8,3,2,6,1,5,7,0,2,0,2,7,1,0,3,0,0,0,2,5,11,18,39
11065,2,0,1,3,1,0,0,4,9,5,5,7,0,0,2,2,8,1,3,2,2,1,4,2,5,3,18,8
11066,2,1,1,1,3,9,0,5,9,2,5,7,0,0,3,2,8,1,2,2,1,0,3,2,5,9,17,0
11067,1,2,1,4,1,0,3,5,9,2,5,1,0,0,1,2,8,1,1,2,0,0,3,2,5,4,5,33
11068,1,1,1,3,1,5,3,4,6,5,5,5,0,2,3,3,1,1,2,2,0,1,3,2,5,11,6,50
11069,3,0,1,4,1,0,3,0,6,5,5,1,0,0,0,2,8,1,3,2,0,0,3,2,5,3,21,15
11070,4,1,1,3,2,5,3,4,4,3,5,7,0,0,0,2,5,0,0,2,0,0,0,2,5,3,16,29
11071,2,2,1,2,1,8,1,5,4,4,4,7,0,0,1,2,4,0,0,2,0,1,0,2,5,10,12,44
11072,5,3,1,4,0,8,3,1,6,0,5,7,0,0,0,2,1,0,0,2,3,2,5,3,5,12,20,12
11073,5,2,1,2,1,11,3,5,6,2,5,4,0,0,1,2,8,1,0,2,3,2,5,3,5,7,17,56
11074,2,2,1,4,3,5,2,3,7,3,5,5,0,0,0,2,6,0,1,2,1,1,0,2,3,9,0,12
11075,4,1,1,2,1,0,2,2,7,2,5,7,0,0,2,2,8,1,1,6,0,0,0,2,5,10,16,2
11076,4,0,1,4,1,4,3,1,7,4,6,1,0,0,3,2,8,1,0,2,2,1,4,2,5,8,17,10
11077,2,2,1,1,2,0,3,5,6,1,5,5,0,0,3,2,1,0,0,2,2,1,4,2,5,8,20,32
11078,5,1,1,4,1,0,3,2,7,2,5,7,0,0,3,2,7,1,1,8,0,1,0,2,5,9,15,0
11079,5,2,1,4,0,7,3,1,6,0,5,7,0,1,1,2,1,0,1,5,3,2,5,3,5,10,15,13
11080,4,1,1,4,1,14,1,4,7,4,5,4,0,0,1,2,8,0,0,3,2,1,4,2,3,2,18,38
11081,3,1,1,3,2,9,3,4,7,4,4,1,0,2,3,3,8,0,0,2,1,0,0,2,1,0,15,30
11082,4,0,1,3,3,7,2,5,9,2,5,7,0,0,3,2,8,1,1,3,1,0,0,2,5,10,16,0
11083,3,2,1,4,2,5,3,5,8,4,5,7,0,0,0,2,8,1,1,3,0,1,0,2,5,10,0,10
11084,4,0,1,4,1,5,3,2,7,1,3,3,0,1,1,2,6,1,0,2,2,1,4,2,5,11,6,55
11085,5,1,1,2,2,4,3,5,2,2,5,7,0,0,3,2,8,1,1,2,2,1,1,2,5,15,18,57
11086,2,2,1,2,1,8,1,5,3,4,4,7,0,0,1,2,4,0,0,2,0,1,0,2,5,10,12,44
11087,2,0,1,4,3,2,1,1,5,2,5,1,0,0,0,2,4,0,3,2,1,1,2,2,2,5,1,18
11088,3,0,1,1,2,0,3,2,6,1,5,0,0,0,1,2,8,1,0,8,0,0,0,2,5,5,18,15
11089,4,0,1,2,0,0,3,4,7,4,5,7,0,0,2,2,3,1,0,2,0,1,0,1,5,1,16,36
11090,2,0,1,4,1,0,3,0,9,4,1,6,0,0,1,2,8,1,3,2,0,0,0,2,5,3,18,8
11091,2,0,1,4,1,0,1,5,7,3,5,7,0,1,0,3,3,0,1,2,3,2,5,3,5,4,19,2
11092,3,0,1,4,1,8,3,5,7,3,5,1,0,1,1,3,8,1,1,2,2,0,2,2,2,0,18,30
11093,1,0,1,3,3,7,3,1,1,2,5,6,0,2,0,3,8,0,0,1,0,1,0,1,5,9,20,0
11094,5,2,1,4,4,3,3,2,7,3,5,7,0,3,3,2,1,1,2,2,0,1,0,1,5,1,12,15
11095,4,0,1,4,0,8,3,5,8,4,5,1,0,0,0,2,7,0,1,2,3,2,5,3,5,3,21,20
11096,4,0,1,4,1,10,3,3,10,2,5,0,0,0,0,2,8,1,0,2,1,0,3,1,2,10,19,13
11097,2,2,1,2,2,1,3,4,10,4,5,1,0,0,3,2,8,0,0,2,1,0,1,2,5,10,14,45
11098,3,0,1,3,1,0,3,3,8,5,5,0,0,0,0,2,8,1,2,9,2,1,4,2,5,0,21,15
11099,3,1,1,1,1,1,3,3,7,4,4,7,0,0,3,2,4,0,0,2,0,1,1,1,5,1,15,33
11100,3,1,1,1,3,12,3,5,6,3,5,2,0,0,0,2,8,1,0,2,2,1,3,2,5,4,18,52
11101,2,0,1,4,1,0,1,2,9,4,2,7,0,0,2,2,8,1,3,2,1,0,2,2,5,3,18,8
11102,4,0,1,4,1,13,3,5,6,1,5,1,0,0,0,2,8,1,0,2,1,0,3,2,5,9,16,55
11103,5,1,1,4,2,0,3,2,9,4,5,7,0,2,3,2,1,1,1,2,0,1,1,1,5,1,11,14
11104,6,2,1,2,1,5,3,4,6,2,5,7,0,0,3,2,8,0,0,2,2,1,3,2,5,9,11,44
11105,3,0,1,2,2,0,3,1,6,0,5,0,0,0,1,2,8,1,0,7,0,0,0,2,5,6,17,16
11106,4,0,1,4,1,9,3,4,11,2,5,0,0,0,0,2,8,1,0,2,2,1,3,2,1,9,21,15
11107,0,1,1,3,1,7,3,3,6,2,5,7,0,0,0,2,1,0,3,4,1,0,1,2,2,10,17,25
11108,2,1,1,1,2,7,3,2,5,4,5,7,0,2,2,3,7,0,2,2,0,1,2,2,5,3,17,34
11109,5,2,1,4,0,8,3,1,6,0,5,7,0,1,1,2,1,0,0,4,3,2,5,3,5,11,17,13
11110,2,0,1,4,1,1,0,4,8,5,5,7,0,0,2,2,8,1,3,2,2,1,3,2,5,2,18,8
11111,3,0,1,4,2,6,3,4,6,4,5,1,0,0,0,2,3,1,3,2,2,1,4,2,5,3,21,15
11112,6,0,1,4,1,6,3,1,9,1,3,2,0,1,1,2,4,1,0,2,2,1,4,2,3,9,6,52
11113,0,0,1,4,1,5,3,4,6,2,5,6,0,0,0,2,2,0,3,6,1,1,3,2,1,6,16,25
11114,2,1,1,4,2,10,1,4,8,3,5,4,0,0,0,2,8,0,1,2,0,0,0,2,5,5,0,13
11115,1,1,1,2,1,5,3,5,3,3,5,7,0,0,1,2,5,0,0,2,0,1,0,2,5,3,17,47
11116,6,1,1,1,1,5,3,1,6,1,4,3,0,3,0,2,7,1,0,2,0,1,0,2,5,1,6,53
11117,5,2,1,4,5,8,3,2,6,2,5,7,0,3,3,2,1,1,2,2,0,1,0,1,5,2,12,15
11118,0,1,1,1,2,6,3,5,5,0,5,1,0,0,2,2,8,0,0,2,0,1,0,2,5,1,17,2
11119,0,1,1,1,2,5,3,5,4,0,5,3,0,0,2,2,8,0,0,2,1,1,1,2,5,1,17,1
11120,3,0,1,4,1,9,3,4,5,1,5,1,0,0,3,2,6,1,4,2,0,1,1,2,5,0,11,16
11121,2,1,1,4,1,7,3,5,5,2,5,7,0,0,1,2,8,0,0,2,1,1,2,2,5,4,19,53
11122,0,1,1,2,1,10,3,2,6,2,5,7,0,0,0,2,1,0,3,2,0,0,0,2,4,13,17,25
11123,3,0,1,4,1,5,3,4,6,4,5,1,0,0,0,2,8,1,3,4,0,0,0,2,5,2,21,15
11124,3,0,1,4,0,12,0,3,8,4,5,1,0,0,0,2,8,0,0,4,2,0,4,2,2,0,22,33
11125,2,0,1,4,3,1,1,1,4,2,5,1,0,0,0,2,3,0,3,2,1,1,2,2,2,6,1,18
11126,0,1,1,1,2,7,3,2,1,4,5,1,0,0,3,2,8,2,1,0,1,0,0,2,5,11,13,0
11127,4,1,1,2,0,5,3,0,11,1,5,7,0,0,0,2,7,0,0,3,2,1,3,2,1,15,17,10
11128,4,0,1,4,0,13,3,1,7,4,5,1,0,0,3,2,8,1,0,2,0,0,3,1,5,12,17,10
11129,3,0,1,4,2,3,3,1,6,3,6,1,0,0,3,2,8,1,0,3,2,1,4,2,5,8,16,11
11130,3,1,1,2,1,6,3,3,6,2,5,2,0,0,3,2,3,1,0,2,0,0,1,2,5,11,6,54
11131,3,2,1,1,1,4,3,1,8,4,3,7,0,0,3,2,7,0,0,2,0,1,1,1,5,2,14,30
11132,4,1,1,3,2,5,3,4,4,4,5,7,0,0,0,2,6,0,0,2,0,1,1,2,5,3,15,30
11133,2,0,1,1,2,0,1,4,9,3,5,7,0,1,2,2,4,1,3,2,1,0,2,2,5,10,16,6
11134,4,0,1,3,1,4,3,0,9,3,6,3,0,0,1,2,8,1,0,3,2,1,4,2,3,11,17,10
11135,3,0,1,0,2,0,3,3,7,2,5,0,0,0,0,2,8,1,0,9,0,0,0,2,5,2,21,15
11136,5,1,1,4,2,7,3,3,8,1,5,1,0,0,3,2,1,1,0,2,1,0,3,2,1,9,6,52
11137,3,1,1,4,2,0,3,5,7,5,5,1,2,0,3,2,1,1,0,2,1,1,0,2,5,9,15,17
11138,3,1,1,2,2,12,3,3,6,4,5,7,0,1,3,2,8,1,1,2,1,1,4,2,5,3,16,37
11139,0,1,1,3,1,5,3,4,6,5,5,6,0,2,3,3,1,1,2,2,0,1,3,2,5,11,6,50
11140,3,1,1,2,2,6,3,3,4,4,5,7,0,1,1,2,6,0,1,2,0,1,1,2,5,3,16,31
11141,4,1,1,4,4,9,3,2,4,1,5,4,0,1,3,2,1,1,2,2,0,1,1,2,5,1,11,15
11142,5,1,1,4,2,1,3,5,6,1,5,1,0,1,3,3,1,1,3,2,0,1,3,1,5,3,18,34
11143,2,0,1,1,1,0,1,2,4,4,5,7,0,1,2,2,8,1,3,2,0,0,2,2,5,11,16,6
11144,0,1,1,2,2,2,1,1,7,5,5,3,1,0,2,2,8,1,1,3,2,1,3,2,5,14,17,9
11145,4,0,1,4,0,8,3,5,8,3,5,1,0,0,0,2,8,0,1,2,3,2,5,3,5,2,22,24
11146,2,1,1,2,1,9,3,5,4,2,5,4,0,0,0,2,8,0,0,2,1,1,2,2,5,2,18,52
11147,1,1,1,4,2,10,3,5,7,2,5,7,0,2,0,3,8,1,0,2,0,1,0,2,5,3,21,47
11148,3,0,1,4,2,0,3,1,6,0,5,1,0,0,3,2,8,1,0,6,0,1,0,2,5,8,15,15
11149,2,1,1,3,1,0,3,5,10,2,5,3,0,0,3,2,8,0,0,2,2,0,2,2,2,10,14,40
11150,3,1,1,4,2,0,3,3,7,2,5,1,0,1,0,3,8,0,0,2,0,1,1,1,5,1,7,30
11151,3,0,1,4,1,7,3,5,7,2,5,1,0,0,3,2,8,1,2,2,0,1,1,2,5,4,12,16
11152,2,1,0,3,1,0,3,1,7,4,5,7,0,3,2,3,7,1,2,3,2,1,4,2,5,9,18,35
11153,3,0,1,4,1,8,3,5,6,2,5,1,0,0,2,2,8,1,3,2,0,0,0,2,5,1,13,15
11154,3,0,1,4,1,2,1,2,7,4,6,3,0,0,2,2,8,1,1,2,3,2,5,3,5,6,17,9
11155,4,3,0,0,0,5,3,2,7,3,5,7,0,3,0,2,2,2,0,2,1,0,1,2,5,9,19,39
11156,0,0,1,1,1,7,3,4,6,0,5,1,0,0,2,2,8,0,0,2,0,1,0,2,5,0,17,3
11157,0,1,1,1,2,6,1,5,3,1,5,1,0,0,2,2,8,0,0,2,0,1,0,2,5,1,18,3
11158,0,1,1,1,2,8,3,5,6,1,5,1,0,0,2,2,8,0,0,2,0,1,0,2,5,1,17,3
11159,3,0,1,4,0,5,3,4,9,2,5,1,0,2,2,3,8,0,2,2,0,1,3,2,5,3,17,24
11160,5,0,1,4,3,7,3,4,8,2,5,7,0,0,2,2,8,1,0,3,1,1,0,1,5,10,16,0
11161,2,1,1,4,2,11,3,5,7,2,5,7,0,1,1,3,8,1,0,2,1,1,1,2,5,3,19,45
11162,3,0,1,4,1,9,3,4,6,2,5,1,0,0,3,2,7,1,3,2,0,1,0,2,5,1,11,15
11163,2,1,1,3,1,5,3,4,6,1,5,4,0,0,2,2,8,1,0,2,0,0,2,2,5,9,7,57
11164,2,2,1,1,2,0,3,5,6,1,5,7,0,0,3,2,3,0,0,2,2,1,4,2,3,10,19,33
11165,2,0,1,2,2,5,1,3,2,4,5,3,0,0,2,2,8,1,2,2,0,1,0,2,5,0,19,5
11166,3,2,1,2,2,5,3,2,6,4,4,7,0,0,1,2,7,0,0,2,0,1,1,2,5,3,14,30
11167,3,1,1,3,1,0,3,5,7,4,5,1,1,0,3,2,0,1,0,3,1,1,1,2,5,9,15,17
11168,6,0,1,4,2,7,3,2,9,1,4,1,0,0,2,2,1,1,0,2,2,0,3,2,1,9,6,52
11169,2,2,1,1,2,2,3,3,9,5,5,1,0,0,3,2,8,0,0,2,0,0,1,2,5,10,14,45
11170,4,0,1,0,2,0,1,3,8,2,5,0,0,0,0,2,8,1,0,6,1,0,1,2,5,2,21,15
11171,5,0,1,4,1,5,3,1,6,0,5,7,0,2,3,2,1,1,1,7,3,2,5,3,5,8,11,14
11172,3,2,1,1,1,5,3,1,9,3,3,6,0,0,3,2,8,0,0,2,0,1,1,2,5,3,14,29
11173,3,1,1,4,2,3,3,4,6,1,5,1,1,0,3,2,8,1,0,3,0,1,0,2,5,9,15,17
11174,5,2,1,4,2,0,3,5,8,4,5,5,0,0,3,2,8,0,0,2,1,0,1,2,5,9,11,44
11175,3,0,1,4,1,7,3,5,6,4,5,1,0,0,0,2,3,1,3,2,2,1,3,2,5,3,21,15
11176,4,0,1,4,1,11,1,4,7,4,5,1,0,1,1,3,8,0,0,3,2,0,1,2,1,0,18,32
11177,3,2,1,1,1,5,3,1,9,3,3,6,0,0,3,2,8,0,0,2,0,1,1,2,5,3,14,29
11178,3,0,1,4,2,2,2,0,5,5,5,1,0,0,0,2,8,1,3,2,0,1,4,2,5,2,21,15
11179,4,0,1,4,0,14,0,3,8,5,5,2,0,0,0,2,8,0,0,4,2,0,4,2,2,1,20,36
11180,4,0,1,4,0,8,3,5,8,4,5,1,0,0,0,2,6,0,1,2,3,2,5,3,5,3,21,20
11181,4,1,1,2,2,4,1,4,9,3,5,0,0,0,3,2,8,0,1,2,0,0,1,2,5,11,17,41
11182,4,1,1,3,1,0,2,5,7,1,5,1,0,2,2,3,1,1,3,2,0,0,3,2,5,5,18,31
11183,0,1,1,2,1,9,3,2,6,2,5,5,0,0,0,2,2,0,2,2,0,0,0,2,5,13,16,23
11184,2,0,1,4,1,0,2,4,5,3,5,6,0,0,0,2,7,0,1,7,0,1,1,2,4,11,0,11
11185,4,1,1,2,1,8,1,4,6,2,4,7,0,0,1,2,8,0,0,2,1,1,3,2,5,10,11,44
11186,5,1,1,4,2,0,3,1,8,4,5,7,0,2,3,2,2,1,1,2,0,1,0,1,5,1,12,13
11187,5,1,1,4,1,7,3,1,6,0,5,7,0,3,3,2,1,1,2,7,2,1,4,2,5,7,12,15
11188,4,1,1,0,2,13,3,5,6,3,4,1,0,0,0,2,7,1,0,1,2,1,4,2,5,4,17,55
11189,3,3,0,0,0,3,3,2,6,3,5,7,0,2,0,2,1,1,0,2,2,1,2,2,5,9,19,37
11190,5,2,1,4,5,7,3,2,6,2,5,7,0,3,3,2,1,1,2,2,0,1,0,1,5,2,12,15
11191,4,2,1,3,3,0,3,4,7,4,5,5,0,0,3,2,8,0,0,2,0,0,1,2,5,9,11,44
11192,0,1,1,1,2,7,3,5,6,0,5,1,0,0,2,2,8,0,0,2,0,1,0,2,5,0,17,2
11193,0,1,1,1,2,6,3,4,6,0,5,1,0,0,2,2,8,0,0,3,0,1,0,2,5,1,16,2
11194,2,0,1,4,1,8,3,3,7,2,5,1,0,0,1,2,8,0,3,2,0,1,1,2,5,1,6,16
11195,1,0,1,3,0,2,3,1,0,4,5,5,0,2,3,2,8,1,2,1,0,1,2,2,5,11,14,2
11196,4,3,0,2,0,1,3,0,7,5,5,7,0,3,0,2,6,2,0,2,2,1,0,2,5,4,19,39
11197,3,1,1,2,1,6,3,2,12,3,5,7,0,1,1,2,8,1,1,3,2,1,3,2,2,14,16,7
11198,5,1,1,4,2,0,3,1,8,4,5,7,0,1,3,2,2,1,1,2,0,1,0,1,5,1,12,12
11199,5,2,1,1,1,7,3,4,5,2,5,7,0,0,3,2,7,0,0,2,2,1,4,2,5,9,11,44
11200,2,0,1,4,1,0,1,3,9,6,5,3,0,0,0,2,8,1,3,6,3,2,5,3,5,1,19,12
11201,3,0,1,4,1,11,3,4,6,4,5,0,0,0,0,2,5,1,1,2,3,2,5,3,5,6,21,15
11202,2,1,1,1,2,5,3,1,6,4,5,7,0,3,3,4,8,1,3,2,0,1,3,2,5,5,18,35
11203,3,0,1,2,2,10,3,5,6,2,1,4,0,1,1,3,4,1,1,1,1,1,1,2,5,2,18,55
11204,0,0,1,1,2,7,3,4,3,5,5,2,0,0,2,2,8,1,0,0,0,0,0,1,5,13,14,0
11205,2,1,1,3,2,13,0,5,7,2,5,1,0,0,3,2,1,1,2,2,2,1,4,2,5,9,19,2
11206,4,0,1,4,1,1,3,5,6,1,5,1,0,2,2,3,1,0,2,1,0,1,3,1,5,5,18,32
11207,2,0,1,3,1,0,2,0,9,4,1,7,0,0,2,2,8,1,3,2,1,0,0,2,5,4,18,8
11208,5,1,1,4,3,4,3,1,6,3,5,7,0,1,3,2,1,1,1,2,0,1,0,2,5,3,12,11
11209,6,0,1,4,2,6,3,2,9,1,4,1,0,1,1,2,2,1,0,2,2,0,3,2,2,9,6,52
11210,1,2,1,4,1,7,3,2,6,2,6,1,0,0,0,2,8,1,1,2,2,1,4,2,5,9,4,32
11211,4,1,1,2,2,4,1,4,9,3,5,0,0,0,3,2,8,0,1,2,0,0,1,2,5,11,17,41
11212,3,0,1,4,2,2,3,1,6,2,6,1,0,0,3,2,8,1,0,4,1,1,3,2,5,8,16,12
11213,2,1,1,4,2,5,3,5,5,2,5,7,0,0,0,2,3,0,1,4,1,1,2,2,2,5,16,27
11214,4,0,1,4,1,0,3,2,7,2,5,1,0,3,0,4,8,0,0,2,0,1,0,1,5,2,12,28
11215,2,2,1,1,2,0,2,5,6,2,5,6,0,0,2,2,1,0,0,2,2,1,4,2,5,9,21,32
11216,3,1,1,4,2,0,3,4,6,5,5,1,1,0,3,2,1,1,0,2,1,1,0,2,5,9,15,17
11217,2,1,1,1,2,6,0,5,1,4,5,1,0,0,3,2,8,1,2,2,0,1,0,2,5,1,20,3
11218,2,2,1,1,1,5,3,4,3,6,5,5,0,0,3,2,3,0,0,2,0,1,0,2,5,9,13,44
11219,2,0,1,3,1,0,0,4,9,5,5,7,0,0,2,2,8,1,3,2,2,1,4,2,5,3,18,8
11220,4,0,1,0,2,0,1,3,9,2,5,0,0,0,0,2,8,1,0,5,1,0,2,2,5,2,21,15
11221,1,2,1,2,1,6,3,5,2,4,5,7,0,0,1,2,4,0,0,2,0,1,0,2,5,5,15,46
