,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_class,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Pedestrian_movement,Cause_of_accident,hour,minute
6956,2,1,1,1,1,5,3,1,7,6,5,1,0,0,3,2,8,1,0,2,3,2,5,3,5,17,10,22
6957,1,1,1,1,4,9,3,5,9,2,5,1,0,0,3,2,8,1,0,4,0,1,3,2,5,10,18,9
6958,0,1,1,4,1,7,3,2,6,2,6,0,0,0,3,2,8,0,0,2,0,1,0,2,5,12,8,55
6959,1,1,1,4,0,0,3,5,7,2,5,7,0,0,3,2,8,0,0,2,3,2,5,3,5,12,9,30
6960,2,4,1,2,2,8,0,2,7,4,5,7,0,3,3,2,8,1,1,2,3,2,5,3,5,11,16,40
6961,5,2,1,4,1,10,3,5,7,2,5,7,0,0,3,2,8,1,1,2,3,2,5,3,5,9,18,57
6962,2,2,1,4,4,5,3,2,7,4,5,7,0,0,3,2,1,1,0,2,1,0,1,2,5,3,14,25
6963,3,2,1,4,1,8,3,5,6,2,5,7,0,3,3,2,8,1,0,2,3,2,5,3,5,10,11,40
6964,2,1,1,1,1,9,3,3,12,4,5,7,0,0,3,2,8,1,0,2,0,1,0,2,5,3,13,0
6965,5,0,1,4,2,13,3,1,6,0,5,7,0,0,3,2,1,1,0,2,3,2,5,3,5,10,17,15
6966,4,4,1,4,2,4,3,5,6,3,5,1,0,0,3,2,8,0,0,2,0,1,0,1,5,17,14,30
6967,0,1,1,4,4,5,3,2,7,4,5,7,0,0,0,2,8,1,0,2,3,2,5,3,5,4,19,30
6968,3,0,1,4,2,0,3,5,12,4,5,1,4,3,3,4,1,1,1,2,1,1,0,2,5,9,12,53
6969,5,4,1,4,0,0,3,1,2,4,5,0,0,0,3,2,8,0,0,2,0,1,0,2,5,0,14,30
6970,1,1,1,4,3,0,3,5,6,2,5,7,0,0,3,2,8,1,0,2,0,1,0,1,5,3,12,15
6971,3,0,1,4,3,0,3,5,6,0,5,1,0,0,2,6,8,1,1,11,3,2,5,3,5,1,19,55
6972,1,0,1,2,2,5,3,4,2,6,5,0,0,3,3,4,8,0,1,2,3,2,5,3,5,10,18,50
6973,6,0,1,4,0,11,3,3,9,2,5,0,0,0,3,2,2,0,0,2,0,1,4,2,5,14,18,30
6974,3,1,1,4,4,7,3,1,9,2,1,4,0,0,0,2,8,1,4,4,3,2,5,3,5,4,21,25
6975,3,0,1,4,0,4,0,5,7,4,5,7,0,0,3,2,0,0,0,2,3,2,5,3,5,5,14,41
6976,6,0,1,4,2,5,3,5,9,4,5,7,4,3,3,2,6,2,3,2,3,2,5,3,5,7,9,15
6977,2,0,1,4,3,11,3,5,7,4,5,7,0,0,0,2,2,1,0,3,3,2,5,3,5,12,0,10
6978,3,1,1,2,1,15,3,5,7,4,5,1,0,0,2,6,2,1,1,2,0,0,0,2,5,1,19,55
6979,0,3,1,4,3,0,3,5,7,1,5,3,0,0,0,2,8,1,0,3,3,2,5,3,5,16,22,59
6980,4,0,1,0,0,6,3,5,6,4,5,7,0,0,3,2,8,1,0,4,1,1,3,2,5,7,18,15
6981,4,4,0,4,2,9,3,5,7,2,5,1,0,0,0,7,8,0,0,9,3,2,5,3,5,3,2,0
6982,4,0,1,1,2,5,3,5,9,4,5,0,0,0,3,2,1,0,0,9,2,0,3,2,5,12,19,0
6983,6,0,1,1,2,3,3,0,12,6,3,0,0,0,0,2,1,1,2,2,3,2,5,3,5,12,21,20
6984,4,3,1,4,3,0,3,5,7,4,5,1,0,0,3,2,8,1,0,3,0,1,0,2,5,3,18,26
6985,5,1,1,4,2,11,0,0,7,4,5,7,0,0,3,2,8,2,2,7,1,0,4,2,5,11,9,50
6986,1,0,1,4,2,7,3,5,13,6,5,1,0,0,3,2,2,2,0,7,1,0,1,2,5,10,13,5
6987,6,1,1,4,0,13,3,5,6,0,5,3,0,3,0,4,8,1,0,9,3,2,5,3,5,9,17,35
6988,6,1,1,4,1,0,3,3,9,6,5,3,0,0,3,2,8,2,1,2,0,1,4,2,5,17,14,29
6989,0,0,1,1,0,8,1,0,6,6,5,7,0,0,3,2,8,2,0,9,0,0,2,2,5,9,17,20
6990,3,0,1,4,4,0,3,5,7,2,5,7,0,0,0,2,8,1,1,1,0,1,0,2,5,12,0,25
6991,2,0,1,4,4,3,3,5,6,2,5,0,0,3,3,2,8,1,0,2,3,2,5,3,5,11,16,25
6992,0,1,1,1,2,15,3,5,6,6,5,1,0,0,3,2,8,0,0,2,3,2,5,3,5,10,20,0
6993,4,4,1,4,2,0,3,5,9,1,5,1,0,0,3,7,6,1,1,2,0,1,0,2,5,13,13,32
6994,4,2,1,4,1,5,3,3,9,2,5,3,3,3,3,4,2,1,0,2,0,1,1,2,5,1,8,55
6995,1,2,1,1,1,5,1,5,7,0,5,7,0,0,3,2,8,1,0,2,0,1,0,1,5,0,10,25
6996,6,1,1,2,3,0,3,5,7,2,5,0,0,0,3,2,8,2,0,2,0,1,4,2,5,3,18,25
6997,2,1,1,4,2,8,3,1,8,4,5,7,0,0,0,2,1,0,0,2,2,0,4,1,5,0,20,11
6998,3,1,1,4,1,5,3,5,6,2,5,7,0,0,3,2,8,1,0,11,0,0,0,2,5,3,10,8
6999,6,1,1,4,2,0,3,5,7,4,5,7,0,3,2,4,8,1,0,2,3,2,5,3,5,10,17,10
7000,2,4,1,4,5,0,3,0,7,2,5,1,0,0,3,2,8,0,0,2,0,0,0,2,5,1,10,15
7001,1,0,1,4,4,5,3,3,9,2,5,7,0,0,3,0,8,1,0,2,3,2,5,3,5,10,12,44
7002,6,3,1,4,2,0,3,5,7,6,5,7,0,0,3,2,8,1,0,2,3,2,5,3,5,4,10,35
7003,1,0,1,4,1,0,0,5,7,0,5,1,0,0,3,2,2,2,0,2,3,2,5,3,5,12,16,32
7004,4,1,1,4,4,5,3,2,7,4,5,7,0,0,0,2,8,1,0,2,0,1,4,2,5,1,18,30
7005,6,2,1,4,1,7,3,5,9,6,5,0,0,0,3,4,8,2,1,3,2,1,1,1,1,0,14,0
7006,5,4,1,4,2,5,3,1,6,4,5,7,0,0,3,2,8,1,0,2,3,2,5,3,5,1,8,15
7007,0,0,1,4,3,0,3,1,6,0,5,0,0,0,0,2,2,1,0,2,1,0,3,2,5,0,21,15
7008,5,1,1,4,3,7,3,5,7,2,5,7,0,0,3,2,3,1,0,2,3,2,5,3,5,0,17,0
7009,3,0,1,4,4,5,3,1,7,2,5,7,0,0,3,2,8,2,2,2,0,1,0,2,5,1,13,55
7010,4,1,1,4,2,7,3,5,6,1,5,7,0,3,0,2,8,1,2,2,0,1,1,2,5,0,17,10
7011,6,0,1,4,2,0,3,1,7,1,5,1,0,0,3,2,8,2,0,3,2,1,1,2,5,11,15,30
7012,4,0,1,4,3,5,1,1,6,2,7,7,0,0,3,2,8,1,0,2,0,1,0,1,5,1,15,0
7013,6,0,1,4,1,5,3,5,6,5,5,0,0,0,3,2,6,1,0,2,0,1,0,2,5,17,18,15
7014,0,1,1,4,2,7,3,1,9,4,3,7,0,0,3,2,8,1,1,2,0,1,0,2,5,7,11,15
7015,6,0,1,4,4,7,3,2,6,0,5,0,0,3,2,4,8,1,0,2,0,0,0,2,5,12,19,31
7016,3,0,1,1,4,7,3,5,2,3,5,0,0,0,3,2,8,1,0,2,3,2,5,3,5,1,6,0
7017,5,1,1,4,2,11,0,5,9,2,5,7,0,0,3,2,8,1,0,2,0,0,1,2,5,16,9,40
7018,0,0,0,4,0,0,3,5,7,4,5,0,0,3,0,4,8,2,0,2,0,1,0,1,5,10,23,45
7019,2,2,1,1,2,0,3,5,12,2,5,1,0,0,3,2,8,1,0,2,3,2,5,3,5,16,14,12
7020,0,1,1,4,1,0,3,5,6,2,5,1,0,0,3,2,8,1,0,4,0,1,1,2,5,3,8,50
7021,1,1,1,4,0,0,3,1,9,1,5,1,0,0,3,2,8,0,0,3,0,1,1,2,5,3,15,20
7022,3,4,1,4,3,7,3,2,4,6,5,1,0,3,3,2,2,1,0,1,3,2,5,3,5,10,11,0
7023,2,0,1,1,5,0,3,5,7,6,5,0,0,0,3,2,8,2,1,4,2,0,1,2,5,10,17,0
7024,2,0,1,4,3,3,3,2,7,2,5,7,1,3,0,2,8,1,1,2,2,1,4,2,0,10,19,15
7025,5,0,1,4,0,9,3,3,9,2,5,7,0,0,3,2,2,1,0,2,1,0,4,2,5,0,11,35
7026,0,2,1,4,0,0,3,5,7,2,5,7,0,3,3,8,8,2,0,2,2,0,4,2,5,10,12,5
7027,1,1,1,4,4,0,3,5,6,4,5,1,0,0,3,2,8,0,0,4,1,0,0,2,5,10,15,35
7028,6,1,1,4,2,0,3,2,7,2,5,7,0,3,0,4,1,1,5,2,1,0,3,2,5,10,19,8
7029,6,4,0,4,4,5,3,3,7,4,5,0,2,0,3,2,2,0,0,2,1,0,0,2,5,12,15,17
7030,2,3,1,1,3,14,3,3,7,4,5,1,0,3,0,3,8,1,0,3,3,2,5,3,5,3,1,0
7031,2,0,1,2,0,0,3,5,7,4,5,1,0,0,0,2,2,1,0,2,3,2,5,3,5,9,9,30
7032,6,2,1,4,1,0,3,5,9,6,5,0,0,0,3,2,8,2,1,2,3,2,5,3,5,10,12,51
7033,3,0,1,4,1,10,1,1,7,4,7,1,0,0,0,2,8,3,1,2,0,1,1,2,5,12,22,20
7034,1,0,1,4,2,7,3,0,4,0,5,7,0,3,3,4,1,1,0,4,0,1,1,1,5,10,11,31
7035,4,4,1,2,2,5,3,5,9,4,5,0,0,0,3,2,8,0,0,2,3,2,5,3,5,0,13,20
7036,5,0,1,1,1,5,3,5,2,4,5,7,0,0,0,2,2,2,0,3,2,0,3,2,5,11,19,41
7037,1,3,1,2,0,11,3,4,7,4,6,7,0,0,3,2,8,0,0,2,1,1,4,2,5,4,16,45
7038,2,1,1,1,2,5,3,5,6,6,5,1,0,0,3,2,8,2,2,2,1,0,1,2,5,0,11,38
7039,1,2,2,4,4,14,3,1,9,2,5,7,0,0,3,2,8,1,0,3,2,0,4,2,5,1,13,5
7040,3,1,1,2,2,8,3,3,9,4,5,7,0,3,3,2,2,1,1,2,0,1,0,2,5,1,17,30
7041,4,0,1,2,1,0,0,5,7,3,5,7,0,3,3,2,8,0,0,2,1,0,0,2,5,1,20,41
7042,3,1,1,1,2,5,3,0,6,4,0,7,0,0,3,2,8,1,0,7,0,1,4,2,5,1,17,11
7043,1,0,1,4,4,7,0,0,7,4,5,7,0,3,3,4,8,1,0,2,2,1,4,2,2,0,7,55
7044,3,1,1,1,1,11,3,5,1,2,5,7,0,0,3,2,8,1,0,1,3,2,5,3,5,4,13,7
7045,5,1,1,4,4,0,3,5,6,4,5,7,0,0,3,2,2,2,2,2,3,2,5,3,5,10,8,0
7046,3,0,1,4,1,13,0,2,7,4,5,7,0,0,0,2,8,0,1,3,3,2,5,3,5,12,2,30
7047,2,4,1,4,2,7,3,5,7,2,5,1,0,0,3,2,8,1,0,2,3,2,5,3,5,12,15,0
7048,5,1,1,4,4,14,3,5,5,6,5,7,0,0,3,2,8,1,0,2,2,0,0,1,6,10,20,0
7049,1,1,1,4,2,5,3,5,6,2,5,7,0,0,3,2,8,1,1,2,3,2,5,3,5,3,11,0
7050,0,0,1,4,0,0,0,5,2,2,5,7,0,0,3,2,8,1,0,4,2,0,3,1,6,1,12,10
7051,2,0,1,4,1,5,3,5,7,2,5,7,0,0,3,2,8,2,0,2,3,2,5,3,5,12,14,40
7052,4,1,1,1,1,0,3,5,7,2,5,7,0,0,0,2,8,0,0,2,3,2,5,3,5,3,19,35
7053,1,0,1,1,3,7,3,3,6,2,5,7,0,0,3,2,8,1,0,2,3,2,5,3,5,12,11,11
7054,6,1,1,1,2,5,3,5,6,1,5,1,0,3,0,2,8,1,0,2,3,2,5,3,5,12,19,38
7055,3,1,1,0,2,5,3,5,6,0,5,7,0,0,3,2,8,1,0,4,3,2,5,3,5,4,14,18
7056,0,0,1,4,2,5,3,5,2,6,5,7,0,3,0,4,2,0,3,2,0,1,1,2,5,3,4,0
7057,1,1,1,4,1,4,3,5,5,2,5,0,0,3,2,4,8,1,0,4,0,1,1,2,5,0,20,34
7058,4,1,1,4,2,11,0,5,6,6,6,0,2,0,3,2,8,1,0,3,0,0,3,1,5,0,14,50
7059,3,1,1,6,1,5,3,5,7,6,5,7,0,0,3,2,8,1,2,2,1,0,3,2,5,12,10,20
7060,4,3,1,4,2,7,3,1,7,4,7,7,0,0,3,3,8,1,3,11,3,2,5,3,5,7,14,30
7061,2,0,1,4,1,5,3,5,7,1,5,1,0,0,0,2,2,1,1,2,1,0,4,2,5,1,4,5
7062,6,0,1,4,3,0,3,2,7,2,5,1,0,0,0,2,2,0,2,2,3,2,5,3,5,1,22,35
7063,0,0,1,0,2,6,1,5,9,6,5,7,0,0,0,7,8,1,1,2,1,1,0,2,5,0,22,15
7064,6,1,1,4,0,0,3,5,6,2,5,7,0,0,3,2,8,0,0,2,3,2,5,3,5,9,16,58
7065,2,1,1,2,4,7,3,1,6,2,7,1,0,0,0,2,6,0,0,2,2,1,3,2,5,9,20,50
7066,2,1,1,4,3,0,3,5,7,2,5,7,2,3,0,2,8,1,1,2,3,2,5,3,5,1,11,58
7067,6,1,1,4,4,5,3,2,6,4,5,7,0,0,3,2,8,1,0,1,3,2,5,3,5,16,6,45
7068,1,3,1,4,3,5,3,5,12,6,3,5,0,0,0,2,8,1,0,3,2,1,0,1,6,1,19,15
7069,4,2,1,4,2,9,3,5,2,0,5,7,0,0,0,2,8,3,0,2,0,1,0,2,5,10,10,13
7070,0,0,1,4,3,14,3,5,7,1,5,0,0,0,3,2,8,1,0,4,0,1,4,2,5,3,19,20
7071,6,0,1,4,2,0,3,5,7,2,5,1,0,0,3,2,8,1,0,2,3,2,5,3,5,12,18,23
7072,2,0,1,4,3,0,3,1,7,6,5,1,0,0,0,2,2,1,0,2,3,2,5,3,5,0,23,45
7073,6,1,1,4,1,5,3,5,6,2,6,1,4,0,3,2,2,0,0,2,3,2,5,3,5,10,12,55
7074,0,0,1,4,2,0,3,5,7,2,5,0,0,3,0,7,1,0,0,2,0,1,0,2,5,3,22,0
7075,4,0,1,4,0,5,3,5,1,6,5,0,0,0,3,2,8,1,0,3,0,0,0,2,5,12,14,50
7076,5,0,1,4,0,7,0,4,9,2,5,7,0,3,3,4,8,1,1,2,0,1,0,2,5,3,8,17
7077,0,2,1,4,1,5,3,5,6,1,5,1,0,3,0,2,8,1,2,2,0,0,0,2,5,12,15,10
7078,2,1,1,4,2,0,3,3,9,6,5,7,0,3,3,2,8,2,4,7,3,2,5,3,5,1,13,0
7079,6,1,1,2,4,0,3,5,2,0,5,1,0,3,0,4,8,1,0,2,0,1,0,2,5,10,18,45
7080,5,4,1,1,1,12,3,0,6,4,5,1,0,0,3,2,8,1,0,7,0,0,2,2,5,10,13,55
7081,1,1,1,4,1,7,3,3,6,2,5,7,0,0,3,2,8,2,0,2,2,0,0,2,5,1,15,40
7082,6,4,0,4,1,0,3,5,9,2,5,7,0,0,3,2,8,1,0,2,1,0,1,2,5,10,18,39
7083,4,1,1,4,2,12,3,5,1,2,5,1,0,0,0,2,1,1,0,2,0,1,3,2,5,10,17,52
7084,4,0,1,1,0,14,3,5,6,2,5,3,0,0,3,2,8,1,0,3,2,0,0,2,5,10,16,8
7085,1,1,1,4,2,14,3,5,6,0,5,7,0,0,3,2,8,0,0,2,0,1,0,2,5,3,15,12
7086,6,1,1,4,1,8,3,2,7,2,5,1,0,0,3,2,8,1,0,2,0,1,1,2,5,0,15,58
7087,3,2,1,4,0,0,0,5,6,6,5,7,0,0,3,2,8,2,0,2,1,1,3,2,5,3,20,30
7088,2,4,1,4,2,0,3,5,7,1,5,7,0,0,0,2,8,1,0,2,3,2,5,3,5,5,2,0
7089,0,2,1,4,0,4,3,5,9,2,5,3,0,0,3,2,2,1,0,2,3,2,5,3,5,16,12,40
7090,4,2,1,1,3,8,3,2,7,2,5,7,0,3,0,4,8,1,2,2,3,2,5,3,5,3,18,15
7091,5,4,1,4,0,7,0,5,9,6,5,1,0,0,0,2,6,5,0,2,2,0,0,2,6,12,22,40
7092,0,0,1,4,4,4,3,5,9,4,5,3,0,0,3,2,8,1,0,2,0,1,1,2,5,10,7,30
7093,2,0,1,4,0,1,3,5,6,1,5,7,0,0,0,2,8,0,0,3,0,1,1,2,5,1,23,0
7094,5,2,1,4,1,0,3,5,12,4,5,7,0,0,3,2,8,0,0,2,3,2,5,3,5,1,17,15
7095,1,0,1,4,3,9,3,4,7,6,3,5,0,0,3,2,2,0,0,9,3,2,5,3,5,9,15,30
7096,2,4,0,4,2,0,3,5,7,2,6,7,0,0,0,2,6,0,0,3,2,0,4,2,5,13,20,20
7097,2,1,1,1,0,5,3,3,7,6,5,1,4,3,3,2,8,0,0,9,2,1,4,2,5,4,17,25
7098,6,1,1,4,1,9,1,3,3,2,5,0,0,0,3,2,8,2,0,2,0,1,0,1,5,10,8,30
7099,0,4,0,4,4,7,3,5,9,2,5,5,0,0,0,2,8,0,0,2,0,1,0,1,5,10,1,0
7100,3,0,1,4,2,0,3,3,9,4,5,7,0,0,2,7,8,1,0,2,0,1,1,2,5,0,18,5
7101,0,0,1,4,1,4,3,1,7,4,5,1,0,0,0,2,8,1,0,2,1,0,0,2,5,10,22,5
7102,3,3,1,4,2,7,3,5,6,2,5,0,0,0,3,2,2,3,4,4,0,1,0,2,5,12,17,50
7103,0,0,1,3,0,4,3,1,9,4,5,3,0,0,3,2,8,1,0,4,3,2,5,3,5,10,7,30
7104,6,0,1,4,2,10,3,5,7,2,6,7,0,0,3,7,8,1,2,2,0,1,0,2,5,0,8,44
7105,1,3,1,4,1,4,3,5,9,2,5,7,0,3,3,4,8,1,0,2,1,0,0,2,5,10,18,56
7106,3,0,1,4,2,0,3,4,2,4,5,7,0,0,3,3,8,1,0,2,3,2,5,3,5,9,17,45
7107,3,1,1,4,0,0,0,2,7,6,5,1,0,0,0,2,8,1,0,7,0,1,0,2,5,0,1,50
7108,2,1,1,4,1,0,3,5,7,2,5,0,0,0,3,2,8,1,2,2,0,1,1,2,5,10,8,9
7109,5,0,1,0,0,0,3,0,5,2,5,0,0,0,0,2,8,1,0,4,0,1,1,2,5,1,4,28
7110,0,1,1,4,3,4,3,5,9,4,5,1,0,0,3,2,8,1,0,2,2,0,1,2,5,9,13,40
7111,1,2,1,4,3,0,3,5,7,2,5,0,0,0,0,2,8,1,1,2,2,0,1,2,2,12,18,9
7112,4,0,1,2,1,10,3,5,6,1,5,1,0,0,3,2,2,1,1,2,0,0,0,2,5,0,20,40
7113,0,1,1,4,2,7,3,3,2,2,6,1,0,0,0,2,8,1,0,4,2,1,4,2,5,12,19,15
7114,4,3,1,4,2,9,3,1,9,4,5,1,0,0,3,2,8,1,1,2,0,1,0,2,5,12,7,36
7115,6,4,1,4,2,8,3,1,9,0,5,7,0,0,3,2,8,1,0,9,0,1,3,2,5,5,12,30
7116,1,1,1,4,3,5,0,5,6,4,5,7,0,0,3,2,8,2,2,2,3,2,5,3,5,17,12,55
7117,6,4,1,2,0,8,3,3,7,6,3,1,0,0,3,2,8,0,0,2,0,1,0,1,5,3,11,0
7118,6,2,1,4,1,0,3,2,2,2,5,7,0,0,3,2,8,1,1,2,2,1,3,2,1,9,11,44
7119,0,4,1,4,2,10,3,5,2,2,5,1,0,0,3,2,8,1,0,3,0,1,1,2,5,10,13,30
7120,5,2,1,2,4,14,3,1,7,2,5,7,0,0,3,2,8,1,1,2,0,1,0,2,5,9,15,15
7121,1,0,1,1,2,8,3,5,9,4,5,7,0,3,3,2,8,2,0,4,0,1,1,2,5,2,9,10
7122,4,3,1,2,1,0,3,5,6,4,5,3,0,0,3,2,2,1,1,2,0,1,0,2,5,2,8,45
7123,4,0,1,4,0,11,0,5,9,6,5,0,0,0,3,2,8,0,0,3,0,1,3,2,5,0,8,54
7124,1,0,2,4,1,5,1,1,4,2,5,0,0,0,3,0,8,1,0,2,3,2,5,3,5,5,3,55
7125,3,0,1,4,3,9,3,5,7,2,5,1,0,0,0,2,6,1,0,9,0,0,0,2,5,11,2,49
7126,0,4,1,6,4,14,3,3,6,4,1,0,0,0,3,3,1,1,0,2,0,1,1,2,5,1,17,17
7127,2,1,1,4,2,5,0,0,2,6,3,7,0,3,3,2,8,1,1,2,3,2,5,3,5,5,9,7
7128,3,0,1,4,2,6,3,3,6,6,7,0,2,0,3,2,8,0,0,1,0,1,0,2,5,9,18,10
7129,6,2,1,1,3,5,3,5,7,4,5,7,0,0,3,2,8,1,0,2,3,2,5,3,5,10,11,19
7130,2,2,1,4,1,10,3,5,0,4,5,7,0,0,3,2,1,2,0,3,3,2,5,3,5,12,17,7
7131,2,1,1,4,3,0,3,1,0,4,5,0,3,0,3,2,2,1,0,2,0,0,0,2,5,12,10,20
7132,0,1,1,4,2,11,3,3,7,2,5,1,0,3,3,3,8,1,1,2,0,1,1,2,5,2,15,30
7133,3,1,1,4,2,14,3,5,7,6,5,1,0,0,3,2,8,1,0,3,2,0,0,1,5,0,14,15
7134,0,1,1,4,1,5,3,3,2,2,4,1,0,0,3,2,8,2,3,2,0,0,2,2,5,12,15,30
7135,4,4,1,4,2,12,0,5,9,2,5,7,0,0,3,2,8,1,0,2,1,1,4,2,5,1,17,31
7136,0,0,1,4,1,4,3,2,6,2,5,7,0,0,3,2,8,1,0,2,0,1,1,2,5,12,8,0
7137,4,3,1,4,2,5,3,2,7,4,5,1,0,0,3,2,8,1,0,4,3,2,5,3,5,12,7,58
7138,0,1,1,4,2,0,3,5,6,3,5,7,0,0,3,2,1,0,1,2,3,2,5,3,5,13,15,33
7139,1,0,1,2,4,9,3,3,12,6,5,0,0,0,0,2,2,1,1,2,0,1,0,2,5,10,18,9
7140,1,0,1,4,2,0,1,1,7,4,5,1,0,0,3,3,8,1,0,2,0,1,4,2,5,16,9,40
7141,5,1,1,2,1,7,3,5,7,2,5,7,0,0,3,2,2,0,1,2,0,1,3,2,5,3,6,5
7142,3,1,0,4,2,0,3,3,9,1,5,7,2,3,3,2,8,1,0,3,3,2,5,3,5,10,18,30
7143,4,1,1,0,0,7,3,5,7,6,5,1,0,0,0,2,2,1,1,2,3,2,5,3,5,4,9,57
7144,4,2,1,1,2,7,3,5,6,4,5,7,0,2,0,3,8,1,2,3,1,1,1,2,5,1,17,46
7145,5,0,1,4,1,0,3,2,7,2,5,7,0,0,0,2,8,0,0,2,2,1,1,2,5,1,18,0
7146,4,3,1,4,2,5,3,5,7,4,5,1,0,3,0,2,8,1,0,2,2,0,3,1,1,11,22,40
7147,3,1,1,2,3,0,3,3,6,4,1,7,0,3,3,4,8,1,2,7,3,2,5,3,5,3,21,15
7148,6,1,1,4,2,8,3,1,2,4,5,0,0,0,3,2,8,2,0,2,3,2,5,3,5,10,8,30
7149,5,4,1,6,2,0,3,5,7,4,5,7,2,0,3,2,8,0,0,2,0,0,0,2,5,0,14,1
7150,3,3,1,2,2,0,3,2,12,6,5,1,0,3,3,6,8,1,0,2,3,2,5,3,5,10,13,45
7151,5,0,0,4,3,14,3,5,6,0,5,1,0,0,3,2,8,2,2,3,3,2,5,3,5,10,17,10
7152,0,1,1,4,2,0,3,5,7,2,5,7,0,0,3,2,8,1,0,2,0,0,0,2,5,1,20,20
7153,3,0,1,5,2,0,3,1,9,2,5,1,0,0,0,2,8,2,1,11,0,1,0,2,5,10,22,40
7154,3,0,1,2,2,0,3,5,6,0,5,1,0,0,3,2,8,1,3,2,0,1,1,2,5,11,10,25
7155,1,0,0,4,4,0,3,3,9,2,5,1,0,0,3,2,2,1,0,4,0,1,0,2,5,5,11,19
7156,1,0,1,2,2,9,3,5,7,4,5,0,2,0,3,2,2,1,0,2,0,1,0,2,5,10,7,55
7157,2,1,1,4,3,5,3,5,1,2,5,7,2,0,0,2,3,1,0,2,1,1,3,2,5,10,22,35
7158,6,1,1,4,1,0,3,5,6,6,7,7,0,0,3,2,8,2,2,7,0,1,0,2,5,16,8,29
7159,5,0,1,4,2,4,0,3,7,2,5,1,0,0,3,2,8,1,2,3,0,1,0,2,5,3,13,2
7160,3,0,1,4,2,5,3,5,9,4,5,1,0,3,3,2,8,1,0,4,3,2,5,3,5,5,16,15
7161,1,0,1,4,1,0,0,2,2,2,5,0,0,0,3,2,8,1,0,2,0,1,1,2,5,0,18,19
7162,1,1,1,0,0,10,3,5,7,4,5,7,0,3,3,2,8,1,2,2,3,2,5,3,5,12,8,49
7163,2,4,1,4,1,4,3,5,6,1,5,1,0,0,3,2,1,1,1,2,0,1,3,2,5,1,20,25
7164,3,1,1,4,1,8,3,5,7,4,5,5,2,0,0,2,8,1,0,2,0,1,3,2,5,12,12,15
7165,0,1,1,1,2,7,3,5,1,2,5,7,0,3,3,4,8,3,0,2,0,1,1,2,5,10,15,30
7166,2,1,1,4,2,0,0,1,1,4,5,7,0,3,0,4,8,0,1,2,2,1,0,2,1,6,19,57
7167,0,2,1,1,2,0,3,5,9,2,5,1,0,0,0,2,8,0,0,2,3,2,5,3,5,1,20,40
7168,4,1,1,2,2,3,3,5,7,2,5,7,0,0,3,2,1,1,1,3,1,1,0,2,5,2,17,40
7169,0,0,1,4,1,0,3,5,4,5,5,7,0,0,3,2,8,1,0,2,3,2,5,3,5,1,12,30
7170,4,1,1,4,0,4,3,3,5,2,5,7,0,0,3,2,8,1,0,2,3,2,5,3,5,1,8,20
7171,5,2,1,4,1,9,3,3,12,4,5,1,0,0,3,0,8,1,0,2,1,0,3,2,5,1,9,15
7172,3,2,1,4,3,8,3,5,9,6,5,1,0,0,3,2,8,1,0,2,0,1,1,2,5,10,10,30
7173,4,0,1,4,1,10,3,5,6,0,5,0,2,0,0,2,8,1,0,4,1,0,4,2,5,10,18,41
7174,5,0,1,4,3,0,3,5,7,2,5,0,2,0,3,2,2,1,0,2,0,1,1,2,5,9,18,0
7175,5,0,1,4,3,5,3,3,2,6,5,1,0,0,3,2,8,1,1,2,3,2,5,3,5,12,15,56
7176,0,1,1,2,1,9,3,5,9,4,5,7,0,0,3,2,8,1,1,2,0,0,0,2,5,10,7,43
7177,3,0,1,4,0,0,3,5,6,2,3,1,0,3,0,5,2,1,0,7,3,2,5,3,5,13,0,10
7178,2,0,1,4,3,5,3,5,2,0,6,1,0,0,3,2,2,1,0,2,1,1,4,2,5,5,16,35
7179,0,2,1,1,1,3,3,2,2,4,3,7,0,0,3,2,8,1,0,3,0,1,1,2,5,10,13,20
7180,0,1,1,2,3,3,3,3,7,6,5,1,0,3,3,4,8,1,1,4,0,0,1,2,5,1,11,35
7181,3,3,1,4,3,8,3,5,9,4,5,7,0,0,0,2,8,1,1,2,1,1,0,2,5,10,0,10
7182,4,0,1,2,2,0,1,1,9,4,5,0,0,0,3,2,2,1,0,2,2,0,4,2,5,10,13,15
7183,3,0,1,0,0,5,3,3,6,4,5,7,0,0,3,0,8,1,0,2,0,1,1,1,5,9,9,55
7184,1,2,1,1,2,0,3,5,2,4,5,7,0,0,3,2,8,1,0,2,3,2,5,3,5,10,13,22
7185,2,0,1,4,1,0,3,5,7,2,5,0,0,3,0,2,8,1,0,3,3,2,5,3,5,1,19,2
7186,5,1,1,4,3,3,3,3,4,4,5,7,0,0,0,2,0,4,1,2,3,2,5,3,5,0,12,29
7187,2,3,1,4,1,7,3,5,6,4,5,7,0,3,3,8,6,2,3,2,0,1,3,2,5,0,19,45
7188,2,0,1,4,2,0,3,5,6,2,5,7,0,3,3,2,1,1,1,2,0,1,1,2,5,1,14,40
